"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_wind_20250320.CR6","23357","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"2025-12-04 02:50:00",36657,12.85,4.272,"NAN","NAN",0.7068421,0.5036255,0.7025391,1.012048,0.8281494,3.895837,3.902917,3.944116,3.937707,3.939355,3.893579,12.15623,92.63681,3.956223,12.23752,93.26367,3.959106,251204,34344,3.979,29.84,49.85,32.4,90.7,11.89,0.67,2.08,1.84,1.16,4.02,12,18.41,0,2.6,1.827,5.93,11.27,1.19,8.580753,3.972457
"2025-12-04 03:00:00",36658,12.86,4.229,"NAN","NAN",0.6678711,0.4700867,0.6348816,1.049127,0.9756104,3.89422,3.886774,3.935815,3.925683,3.947259,3.904962,12.15049,92.58548,3.953026,12.22002,93.18681,3.982193,251204,35344,4.008,29.87,49.86,32.41,90.83,11.9,0.59,1.79,1.85,1.16,4.01,12,18.35,0,2.59,1.826,5.93,11.25,1.19,8.580647,3.985971
"2025-12-04 03:10:00",36659,12.86,4.178,"NAN","NAN",0.6411988,0.3993469,0.553003,0.9511353,0.867334,3.906793,3.876092,3.927209,3.934137,3.954797,3.904962,12.16668,92.72782,3.960793,12.2185,93.17311,3.981369,251204,40344,3.953,29.82,49.86,32.41,90.78,11.91,0.61,1.86,1.83,1.14,4.02,12,18.56,0,2.6,1.828,5.93,11.24,1.19,8.579455,3.985259
"2025-12-04 03:20:00",36660,12.87,4.115,"NAN","NAN",0.5684448,0.3800293,0.5071045,0.9201294,0.6740967,3.928552,3.87829,3.933008,3.925989,3.941308,3.900323,12.16233,92.74437,3.981171,12.2225,93.18915,3.975449,251204,41344,3.974,29.83,49.86,32.41,90.83,11.91,0.58,1.74,1.78,1.1,4.02,12.01,18.5,0,2.59,1.824,5.93,11.25,1.19,8.58005,3.978077
"2025-12-04 03:30:00",36661,12.86,4.078,"NAN","NAN",0.6335388,0.4482361,0.5793701,1.002222,0.7693421,3.913019,3.872125,3.929193,3.925409,3.948419,3.911249,12.16903,92.77654,3.973427,12.21007,93.11921,3.985558,251204,42344,3.966,29.83,49.87,32.41,90.79,11.91,0.59,1.78,1.83,1.14,4.02,12.01,18.42,0,2.59,1.826,5.94,11.24,1.19,8.577623,3.992279
"2025-12-04 03:40:00",36662,12.84,4.067,"NAN","NAN",0.4924866,0.3581482,0.4922729,0.9990784,0.7451721,3.89715,3.876184,3.916711,3.9078,3.932458,3.89776,12.14976,92.59224,3.958084,12.21,93.09475,3.9758,251204,43344,3.952,29.82,49.86,32.41,90.77,11.91,0.61,1.86,1.84,1.15,4.02,12.01,18.52,0,2.59,1.825,5.93,11.23,1.19,8.577473,3.977722
"2025-12-04 03:50:00",36663,12.85,4.041,"NAN","NAN",0.1410767,0.03188477,0.1662231,0.6701294,0.3496948,3.925348,3.879327,3.907434,3.898981,3.921503,3.889368,12.10698,92.32158,3.98085,12.19642,92.95073,3.959267,251204,44344,3.972,29.84,49.86,32.41,90.75,11.9,0.67,2.06,1.83,1.15,4.01,11.98,18.41,0,2.59,1.826,5.93,11.23,1.19,8.577412,3.969326
"2025-12-04 04:00:00",36664,12.83,3.949,"NAN","NAN",-0.09873047,-0.1890625,0.00713501,0.5118958,0.2794434,3.890161,3.863763,3.899652,3.891504,3.905908,3.866449,12.09103,92.13934,3.955894,12.21619,93.0701,3.946434,251204,45344,3.96,29.82,49.85,32.4,90.32,11.85,0.7,2.18,1.87,1.19,4.01,11.98,18.38,0,2.59,1.825,5.94,11.23,1.19,8.577428,3.943843
"2025-12-04 04:10:00",36665,12.83,3.807,"NAN","NAN",-0.3107361,-0.4265503,-0.3002991,0.2255798,0.1285034,3.848382,3.833795,3.897089,3.885675,3.896875,3.843561,12.10452,92.12946,3.909508,12.2132,93.00955,3.931099,251204,50344,3.933,29.79,49.86,32.41,90.16,11.84,0.75,2.36,1.87,1.18,4.01,11.99,18.31,0,2.59,1.825,5.94,11.23,1.19,8.576116,3.919236
"2025-12-04 04:20:00",36666,12.84,3.684,"NAN","NAN",0.07122193,-0.1572937,0.04659424,0.4439026,0.4510742,3.871576,3.818353,3.870111,3.865076,3.892602,3.836816,12.14765,92.50954,3.930763,12.20996,92.93087,3.908997,251204,51344,3.922,29.79,49.86,32.41,90.5,11.89,0.68,2.11,1.85,1.16,4.02,12.01,18.38,0,2.59,1.823,5.94,11.23,1.19,8.580007,3.915267
"2025-12-04 04:30:00",36667,12.83,3.658,"NAN","NAN",0.5445801,0.205957,0.4269348,0.6897522,0.7765747,3.852106,3.834314,3.862939,3.863245,3.875848,3.829614,12.18437,92.73194,3.90731,12.21936,92.99597,3.906464,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",8.579141,3.908668
"2025-12-04 04:40:00",36668,12.6,3.778,"NAN","NAN",0.6799256,0.3842407,0.6049439,0.8819214,0.9727417,3.848352,3.812372,3.839288,3.832849,3.855279,3.81991,12.18644,92.74841,3.907646,12.19897,92.84127,3.906631,251204,53344,3.916,29.78,49.86,32.41,90.71,11.92,0.59,1.78,1.82,1.13,4.02,12.01,18.57,0,2.58,1.819,5.93,10.99,1.19,8.583939,3.897314
"2025-12-04 04:50:00",36669,12.68,4.079,"NAN","NAN",0.5699707,0.356134,0.5013367,0.8636414,0.9121643,3.841272,3.796442,3.822565,3.813806,3.836816,3.806848,12.19367,92.79782,3.905289,12.21312,92.89282,3.883682,251204,54344,3.898,29.76,49.85,32.41,90.71,11.92,0.58,1.76,1.84,1.16,4.01,11.98,18.53,0,2.59,1.82,5.94,10.99,1.19,8.581302,3.88406
"2025-12-04 05:00:00",36670,12.68,4.366,"NAN","NAN",0.5311829,0.3309265,0.461908,0.8414246,0.8255554,3.828729,3.787714,3.822168,3.808618,3.828973,3.795465,12.18828,92.71097,3.886559,12.22247,92.94402,3.87558,251204,55344,3.879,29.75,49.86,32.41,90.67,11.92,0.59,1.8,1.82,1.13,4.03,12.04,18.4,0,2.59,1.82,5.93,11.05,1.19,8.578569,3.874665
"2025-12-04 05:10:00",36671,12.75,4.579,"NAN","NAN",0.5025879,0.2751099,0.4722534,0.75802,0.7668091,3.82052,3.779687,3.811212,3.802331,3.81756,3.780206,12.18403,92.65777,3.878098,12.23617,93.00138,3.856506,251204,60344,3.881,29.75,49.86,32.41,90.68,11.92,0.58,1.74,1.83,1.14,4.03,12.03,18.48,0,2.59,1.821,5.93,11.06,1.19,8.581319,3.859031
"2025-12-04 05:20:00",36672,12.81,4.579,"NAN","NAN",0.5182434,0.2948242,0.4092346,0.7681214,0.7052857,3.811731,3.781335,3.810388,3.794549,3.801263,3.757745,12.19373,92.71183,3.87001,12.27702,93.25035,3.831505,251204,61344,3.868,29.74,49.87,32.42,90.72,11.93,0.63,1.93,1.84,1.16,4.03,12.04,18.55,0,2.59,1.822,5.93,11.18,1.19,8.581682,3.834711
"2025-12-04 05:30:00",36673,12.8,4.481,"NAN","NAN",0.4057556,0.2079102,0.3341309,0.7048584,0.8001953,3.811426,3.784082,3.81579,3.799371,3.811487,3.770807,12.19575,92.73679,3.873894,12.26448,93.17008,3.837578,251204,62344,3.871,29.74,49.86,32.41,90.67,11.92,0.6,1.84,1.81,1.13,4.02,12.01,18.48,0,2.59,1.821,5.93,11.19,1.2,8.582137,3.851483
"2025-12-04 05:40:00",36674,12.8,4.334,"NAN","NAN",0.2561279,0.1000916,0.2280823,0.6531006,0.562677,3.785181,3.75274,3.78689,3.777032,3.794977,3.755487,12.18946,92.62787,3.848892,12.23678,92.94133,3.830147,251204,63344,3.851,29.72,49.86,32.41,90.69,11.93,0.59,1.77,1.81,1.13,4.02,12.03,18.53,0,2.6,1.828,5.94,11.19,1.2,8.57786,3.833773
"2025-12-04 05:50:00",36675,12.8,4.167,"NAN","NAN",0.2895142,0.06179199,0.2257324,0.5918823,0.492334,3.78634,3.746454,3.781091,3.766107,3.776849,3.749475,12.1871,92.60865,3.848389,12.23193,92.8999,3.828285,251204,64344,3.844,29.72,49.87,32.42,90.6,11.92,0.59,1.77,1.82,1.13,4.02,12.03,18.58,0,2.6,1.827,5.94,11.19,1.2,8.578433,3.828176
"2025-12-04 06:00:00",36676,12.79,4.042,"NAN","NAN",0.3625427,0.1066223,0.293512,0.6345154,0.7193543,3.780664,3.748682,3.782129,3.757471,3.775964,3.738763,12.20412,92.7107,3.837242,12.2271,92.81726,3.809532,251204,65344,3.847,29.72,49.87,32.41,90.67,11.93,0.66,2.04,1.87,1.18,4.03,12.04,18.38,0,2.6,1.828,5.94,11.18,1.2,8.582773,3.817096
"2025-12-04 06:10:00",36677,12.79,3.958,"NAN","NAN",0.2740723,0.1263672,0.2925354,0.7008911,0.6945435,3.764551,3.724939,3.748132,3.735651,3.754022,3.718317,12.1968,92.62938,3.826767,12.23448,92.86085,3.804466,251204,70344,3.812,29.68,49.86,32.41,90.52,11.92,0.62,1.89,1.87,1.19,4.02,12,18.57,0,2.6,1.828,5.93,11.17,1.2,8.576813,3.797108
"2025-12-04 06:20:00",36678,12.8,3.909,"NAN","NAN",0.5526367,0.2581116,0.4480835,0.7759033,0.7762085,3.775262,3.729547,3.762048,3.74267,3.747919,3.690271,12.19392,92.61439,3.829636,12.23526,92.78605,3.771507,251204,71344,3.804,29.68,49.87,32.42,90.56,11.93,0.6,1.8,1.86,1.17,4.04,12.06,18.27,0,2.6,1.829,5.94,11.16,1.19,8.58322,3.767019
"2025-12-04 06:30:00",36679,12.78,3.901,"NAN","NAN",0.4338013,0.27276,0.4287353,0.8372742,0.8332154,3.754022,3.707788,3.732751,3.716272,3.73623,3.692926,12.1983,92.60533,3.812233,12.24409,92.84803,3.769485,251204,72344,3.792,29.66,49.86,32.41,90.48,11.92,0.58,1.74,1.82,1.13,4.02,12.02,18.4,0,2.6,1.829,5.94,11.16,1.19,8.576912,3.772519
"2025-12-04 06:40:00",36680,12.75,3.885,"NAN","NAN",0.4763428,0.2743774,0.4050842,0.7675415,0.8174683,3.764459,3.720697,3.751733,3.734857,3.751398,3.694849,12.19789,92.62037,3.819672,12.26785,93.01204,3.762886,251204,73344,3.817,29.69,49.87,32.42,90.66,11.94,0.58,1.73,1.83,1.15,4.02,12.01,18.56,0,2.6,1.831,5.94,11.15,1.19,8.577615,3.773088
"2025-12-04 06:50:00",36681,12.79,3.878,"NAN","NAN",0.5054871,0.3061768,0.4110046,0.7581421,0.7513672,3.73092,3.691461,3.735742,3.71496,3.704431,3.65835,12.18783,92.44411,3.77877,12.25167,92.81832,3.733948,251204,74344,3.782,29.66,49.86,32.41,90.47,11.93,0.63,1.93,1.84,1.15,4.03,12.03,18.39,0,2.61,1.836,5.93,11.16,1.19,8.577012,3.735335
"2025-12-04 07:00:00",36682,12.75,3.888,"NAN","NAN",0.5263306,0.3239075,0.4094788,0.7498108,0.671106,3.748743,3.704217,3.74328,3.730157,3.733209,3.688959,12.19167,92.53624,3.804634,12.25251,92.87522,3.754593,251204,75344,3.793,29.67,49.87,32.42,90.65,11.95,0.59,1.77,1.84,1.15,4.03,12.05,18.24,0,2.61,1.839,5.93,11.15,1.19,8.575749,3.771381
"2025-12-04 07:10:00",36683,12.75,3.9,"NAN","NAN",0.4684692,0.3178955,0.4398437,0.8088318,0.8691651,3.733575,3.707361,3.734643,3.709039,3.698205,3.652032,12.18492,92.46852,3.797874,12.25256,92.81003,3.727875,251204,80344,3.804,29.68,49.88,32.42,90.64,11.94,0.53,1.56,1.83,1.15,4.02,12.02,18.43,0,2.61,1.836,5.93,11.14,1.19,8.581543,3.727452
"2025-12-04 07:20:00",36684,12.75,3.907,"NAN","NAN",0.53396,0.3375183,0.457666,0.8159424,0.6426331,3.724084,3.694147,3.691797,3.675439,3.691675,3.655389,12.19565,92.51955,3.78537,12.22699,92.61939,3.729042,251204,81344,3.786,29.67,49.87,32.42,90.59,11.94,0.53,1.58,1.82,1.14,4.02,12.03,18.44,0,2.61,1.839,5.93,11.16,1.19,8.579082,3.735498
"2025-12-04 07:30:00",36685,12.76,3.912,"NAN","NAN",0.8170716,0.4994141,0.7013489,0.9776551,1.046838,3.710687,3.678522,3.706445,3.680719,3.700738,3.655847,12.20951,92.60449,3.777077,12.24568,92.7642,3.7304,251204,82344,3.773,29.65,49.87,32.42,90.36,11.91,0.59,1.79,1.85,1.16,4.04,12.07,18.3,0,2.61,1.838,5.93,11.14,1.19,8.579952,3.736796
"2025-12-04 07:40:00",36686,12.8,3.965,"NAN","NAN",0.2208191,0.3081299,0.4668823,0.928888,0.7157227,3.718103,3.67904,3.705377,3.693017,3.698816,3.646509,12.20363,92.56279,3.778275,12.23765,92.68382,3.72245,251204,83344,3.759,29.64,49.87,32.41,90.5,11.94,0.56,1.68,1.86,1.17,4.03,12.06,18.4,0,2.61,1.836,5.93,11.16,1.19,8.579707,3.72733
"2025-12-04 07:50:00",36687,12.8,4.024,"NAN","NAN",1.099786,0.9192444,1.100977,1.310632,1.314386,3.687677,3.642755,3.680688,3.661767,3.680444,3.639947,12.19699,92.44364,3.750191,12.23596,92.62882,3.7052,251204,84344,3.759,29.63,49.86,32.41,90.49,11.94,0.55,1.62,1.85,1.16,4.03,12.06,18.35,0,2.61,1.835,5.93,11.17,1.19,8.580007,3.717072
"2025-12-04 08:00:00",36688,12.83,4.204,"NAN","NAN",1.453241,1.351312,1.483575,1.720209,-0.4335388,3.690423,3.663843,3.701349,3.683221,3.692163,3.658288,12.20342,92.48577,3.74749,12.26672,92.91889,3.728546,251204,85344,3.754,29.64,49.88,32.42,90.54,11.94,0.54,1.59,1.79,1.11,4.01,11.98,18.32,0,2.61,1.84,5.93,11.2,1.19,8.576907,3.73804
"2025-12-04 08:10:00",36689,12.92,4.436,"NAN","NAN",1.660577,1.637231,1.739587,1.92785,-0.6500305,3.681024,3.643793,3.670587,3.647821,3.666101,3.643671,12.23438,92.70678,3.741898,12.27242,92.91722,3.710266,251204,90344,3.755,29.63,49.87,32.41,90.62,11.96,0.52,1.53,1.82,1.13,4.03,12.04,18.42,0,2.63,1.853,5.93,11.29,1.19,8.572087,3.719869
"2025-12-04 08:20:00",36690,12.95,4.673,"NAN","NAN",1.513239,1.599207,1.581201,1.762537,-0.0109314,3.661005,3.610345,3.636407,3.620294,3.654687,3.616357,12.22589,92.58551,3.718727,12.27165,92.88304,3.698769,251204,91344,3.724,29.61,49.88,32.42,90.61,11.96,0.54,1.61,1.82,1.14,4.02,12.01,18.19,0,2.63,1.85,5.93,11.32,1.19,8.570722,3.698189
"2025-12-04 08:30:00",36691,13.04,4.852,"NAN","NAN",1.603113,1.706293,1.740472,1.909235,1.093225,3.641351,3.609766,3.643213,3.63186,3.646326,3.609949,12.21726,92.48107,3.70266,12.28271,92.9222,3.680656,251204,92344,3.712,29.59,49.87,32.42,90.58,11.96,0.58,1.74,1.84,1.15,4.05,12.09,18.21,0,2.62,1.845,5.93,11.38,1.19,8.572419,3.688227
"2025-12-04 08:40:00",36692,12.84,5.05,"NAN","NAN",1.816522,1.940668,1.925958,2.051507,-0.7656311,3.641656,3.603082,3.632013,3.620569,3.63775,3.611749,12.22473,92.5363,3.702148,12.29889,93.04771,3.681847,251204,93344,3.703,29.59,49.87,32.42,90.52,11.96,0.56,1.69,1.83,1.14,4.03,12.06,18.27,0,2.63,1.849,5.94,11.25,1.19,8.568963,3.688362
"2025-12-04 08:50:00",36693,12.96,5.447,"NAN","NAN",1.864771,2.060876,1.953516,2.098444,-0.6016601,3.638452,3.598718,3.631006,3.610162,3.638238,3.603174,12.2455,92.68973,3.700615,12.3345,93.30895,3.678627,251204,93844,3.688,29.57,49.86,32.41,90.46,11.96,0.55,1.62,1.83,1.15,4.04,12.07,18.48,0,2.62,1.846,5.93,11.29,1.19,8.568835,3.684355
"2025-12-04 09:00:00",36694,13.16,5.852,"NAN","NAN",1.960352,2.349695,2.087793,2.237329,-0.6289123,3.653223,3.613214,3.638666,3.623224,3.641016,3.601465,12.25628,92.77834,3.703506,12.34944,93.42043,3.677956,251204,95344,3.699,29.58,49.87,32.42,90.64,11.98,0.59,1.77,1.84,1.15,4.04,12.06,18.24,0,2.63,1.852,5.93,11.4,1.19,8.57306,3.68221
"2025-12-04 09:10:00",36695,13.4,6.231,"NAN","NAN",1.91604,2.427179,2.062921,2.171167,-0.1565308,3.654108,3.623468,3.652154,3.641473,3.649255,3.608911,12.25773,92.80928,3.711617,12.34179,93.36412,3.678627,251204,100344,3.709,29.59,49.87,32.42,90.76,11.99,0.53,1.55,1.84,1.15,4.05,12.1,18.4,0,2.63,1.852,5.94,11.69,1.19,8.574339,3.696285
"2025-12-04 09:20:00",36696,13.6,6.379,"NAN","NAN",1.932977,2.525506,2.111932,2.204156,0.2468811,3.666223,3.628137,3.658044,3.64361,3.667444,3.625635,12.25811,92.8318,3.719589,12.3527,93.51111,3.704697,251204,101344,3.711,29.59,49.87,32.42,90.69,11.98,0.52,1.53,1.83,1.14,4.05,12.09,18.36,0,2.63,1.854,5.93,11.9,1.19,8.575086,3.70675
"2025-12-04 09:30:00",36697,13.68,6.395,"NAN","NAN",2.036523,2.501672,2.404443,2.343256,0.2933594,3.637079,3.600061,3.634149,3.612848,3.618768,3.582422,12.23946,92.64653,3.701637,12.35633,93.41178,3.653389,251204,102344,3.715,29.59,49.87,32.41,90.68,11.98,0.51,1.5,1.83,1.15,4.02,12.02,18.4,0,2.63,1.851,5.94,12.12,1.19,8.568795,3.655783
"2025-12-04 09:40:00",36698,13.75,6.38,"NAN","NAN",2.109766,2.73977,2.265008,2.351831,0.1287781,3.661829,3.620782,3.649621,3.609186,3.626642,3.568262,12.27882,92.97322,3.713326,12.38578,93.62979,3.651527,251204,103344,3.709,29.59,49.87,32.41,90.76,11.99,0.52,1.51,1.8,1.11,4.04,12.06,18.31,0,2.64,1.855,5.93,12.19,1.19,8.568207,3.663371
"2025-12-04 09:50:00",36699,13.89,6.367,"NAN","NAN",2.313531,3.025079,2.534875,2.623987,-0.3435425,3.66665,3.619745,3.641565,3.636072,3.655084,3.61654,12.27694,92.9638,3.71534,12.4028,93.83458,3.68219,251204,104344,3.697,29.58,49.87,32.41,90.78,11.99,0.48,1.39,1.83,1.15,4.02,12.03,18.56,0,2.63,1.855,5.93,12.23,1.2,8.569722,3.697824
"2025-12-04 10:00:00",36700,14.01,6.38,"NAN","NAN",2.490747,3.44021,2.714349,2.774927,-0.1749634,3.665369,3.620569,3.651392,3.637475,3.658563,3.621149,12.25974,92.81703,3.708588,12.36064,93.5558,3.698418,251204,105344,3.711,29.59,49.86,32.41,90.89,12,0.53,1.56,1.82,1.13,4.03,12.05,18.38,0,2.64,1.857,5.94,12.21,1.2,8.57114,3.703657
"2025-12-04 10:10:00",36701,14.33,6.456,"NAN","NAN",2.742639,4.464532,2.97796,3.068933,-0.1857361,3.67843,3.627588,3.659723,3.652704,3.669855,3.632959,12.25238,92.80375,3.725845,12.36771,93.6219,3.703506,251204,110344,3.714,29.59,49.86,32.41,90.89,12,0.55,1.64,1.84,1.15,4.03,12.04,18.39,0,2.64,1.856,5.93,12.48,1.2,8.573215,3.713437
"2025-12-04 10:20:00",36702,14.33,6.618,"NAN","NAN",3.026514,4.41012,3.348535,3.356561,1.518152,3.686395,3.633478,3.660058,3.640405,3.652643,3.609857,12.25993,92.86743,3.728546,12.34954,93.43329,3.682869,251204,111344,3.729,29.6,49.86,32.41,90.87,12,0.53,1.57,1.84,1.15,4.04,12.07,18.48,0,2.64,1.858,5.94,12.45,1.2,8.571245,3.693626
"2025-12-04 10:30:00",36703,14.34,6.797,"NAN","NAN",3.132562,4.068567,3.912561,3.813165,1.646387,3.678277,3.622034,3.655115,3.651086,3.669641,3.632165,12.27424,92.96997,3.726181,12.35311,93.51409,3.704536,251204,112344,3.715,29.59,49.86,32.41,90.93,12.01,0.51,1.48,1.85,1.16,4.03,12.05,18.38,0,2.64,1.858,5.94,12.71,1.2,8.567272,3.713275
"2025-12-04 10:40:00",36704,14.33,6.935,"NAN","NAN",3.404016,4.926446,4.252649,4.130395,2.217645,3.695459,3.640344,3.667779,3.65542,3.678583,3.634729,12.2624,92.9112,3.738693,12.38362,93.7436,3.70401,251204,113344,3.733,29.61,49.86,32.41,91.02,12.01,0.54,1.58,1.83,1.14,4.03,12.03,18.48,0,2.63,1.855,5.93,12.71,1.19,8.569467,3.712586
"2025-12-04 10:50:00",36705,14.27,7.105,"NAN","NAN",3.340387,5.982446,4.546472,5.344171,2.799768,3.695764,3.639032,3.671991,3.663476,3.684198,3.648035,12.27397,93.00376,3.74073,12.32363,93.31446,3.714165,251204,114344,3.728,29.6,49.86,32.41,90.99,12.01,0.53,1.57,1.83,1.15,4.03,12.06,18.6,0,2.63,1.852,5.93,12.69,1.19,8.581554,3.729886
"2025-12-04 11:00:00",36706,14.27,7.293,"NAN","NAN",3.824182,6.234979,5.342401,6.244501,3.782403,3.710779,3.65191,3.679956,3.669641,3.690393,3.65423,12.28133,93.09303,3.754265,12.30676,93.22055,3.727875,251204,115344,3.743,29.62,49.86,32.41,91.09,12.02,0.5,1.45,1.83,1.14,4.03,12.06,18.37,0,2.63,1.849,5.93,12.68,1.19,8.57414,3.735903
"2025-12-04 11:10:00",36707,14.28,7.496,"NAN","NAN",4.285181,6.129053,5.059564,5.543146,4.242273,3.712579,3.655939,3.684839,3.674921,3.696252,3.659082,12.28407,93.11383,3.754265,12.29943,93.1722,3.730751,251204,120344,3.759,29.63,49.86,32.41,91.15,12.02,0.51,1.5,1.83,1.14,4.02,12.02,18.25,0,2.62,1.847,5.93,12.69,1.19,8.577915,3.740651
"2025-12-04 11:20:00",36708,14.3,7.676,"NAN","NAN",3.901849,4.772577,4.141717,4.157587,3.870569,3.713647,3.664117,3.689874,3.678583,3.700983,3.666131,12.31192,93.35652,3.767105,12.32772,93.38986,3.732101,251204,121344,3.765,29.64,49.86,32.41,91.17,12.02,0.54,1.58,1.81,1.12,4.02,12.01,18.3,0,2.62,1.843,5.93,12.7,1.19,8.568329,3.746807
"2025-12-04 11:30:00",36709,14.3,7.774,"NAN","NAN",3.969476,4.628961,4.138391,4.25097,3.896417,3.708063,3.663995,3.69671,3.691156,3.711847,3.68081,12.29403,93.21452,3.764572,12.38649,93.8865,3.752907,251204,122344,3.757,29.63,49.85,32.4,91.23,12.04,0.57,1.72,1.83,1.15,4.03,12.05,18.45,0,2.63,1.853,5.93,12.52,1.19,8.569533,3.76125
"2025-12-04 11:40:00",36710,14.33,7.839,"NAN","NAN",4.071863,4.649011,4.249078,4.3547,4.057275,3.707269,3.665857,3.702722,3.698694,3.725336,3.689172,12.3092,93.31422,3.758308,12.4158,94.1186,3.75679,251204,123344,3.753,29.62,49.85,32.4,91.27,12.04,0.54,1.58,1.83,1.14,4.04,12.08,18.6,0,2.63,1.854,5.93,12.26,1.19,8.569778,3.769687
"2025-12-04 11:50:00",36711,14.32,7.918,"NAN","NAN",4.238397,4.619012,4.427118,4.476221,1.219385,3.712915,3.672662,3.713342,3.710657,3.730737,3.69491,12.32672,93.46401,3.765259,12.394,93.97554,3.765747,251204,124344,3.761,29.62,49.84,32.4,91.28,12.04,0.53,1.57,1.83,1.15,4.02,12.03,18.42,0,2.64,1.856,5.94,12.28,1.19,8.571211,3.775242
"2025-12-04 12:00:00",36712,14.3,8.02,"NAN","NAN",4.384698,4.885278,4.65545,4.720453,0.9179016,3.723291,3.683801,3.730951,3.725641,3.745294,3.71557,12.28215,93.16206,3.779793,12.3774,93.8945,3.783844,251204,125344,3.76,29.62,49.84,32.4,91.33,12.05,0.52,1.54,1.85,1.17,4.03,12.04,18.42,0,2.63,1.854,5.93,12.27,1.19,8.570854,3.793813
"2025-12-04 12:10:00",36713,14.06,8.15,"NAN","NAN",4.443964,4.88595,4.957757,5.41546,1.270227,3.733545,3.684686,3.721338,3.706079,3.740839,3.714014,12.2942,93.25345,3.779793,12.37174,93.85702,3.786049,251204,130344,3.782,29.64,49.83,32.39,91.45,12.06,0.5,1.45,1.81,1.12,4.03,12.04,18.74,0,2.63,1.853,5.94,12.21,1.19,8.569392,3.788673
"2025-12-04 12:20:00",36714,13.93,8.26,"NAN","NAN",4.575403,4.934778,5.096948,5.777704,2.15957,3.723138,3.6784,3.719568,3.706384,3.730402,3.697748,12.26585,93.03469,3.778275,12.36704,93.80288,3.77861,251204,131344,3.779,29.64,49.84,32.39,91.42,12.05,0.58,1.75,1.82,1.13,4.03,12.05,18.55,0,2.62,1.847,5.94,12.17,1.19,8.571062,3.777274
"2025-12-04 12:30:00",36715,13.82,8.35,"NAN","NAN",4.699975,5.144586,5.034906,5.651605,3.252344,3.728357,3.680048,3.718896,3.717035,3.737512,3.701684,12.24056,92.84146,3.777756,12.3377,93.58035,3.77861,251204,132344,3.766,29.63,49.84,32.4,91.08,12.01,0.66,2.03,1.85,1.16,4.04,12.07,18.49,0,2.62,1.847,5.94,12.14,1.19,8.572267,3.780852
"2025-12-04 12:40:00",36716,13.48,8.49,"NAN","NAN",4.875482,5.17959,5.341821,6.007288,3.841669,3.728906,3.681695,3.714746,3.710016,3.73208,3.70379,12.23864,92.83865,3.782501,12.32235,93.46569,3.779274,251204,133344,3.776,29.64,49.84,32.4,91.18,12.02,0.64,1.98,1.87,1.18,4.04,12.07,18.48,0,2.62,1.848,5.94,11.84,1.19,8.571559,3.783753
"2025-12-04 12:50:00",36717,13.73,8.81,"NAN","NAN",4.933282,5.377862,5.477991,6.180231,4.398004,3.734552,3.681207,3.712457,3.704217,3.728113,3.691553,12.26514,93.03383,3.780128,12.31858,93.4107,3.768623,251204,134344,3.768,29.63,49.84,32.4,91.2,12.03,0.58,1.74,1.86,1.17,4.04,12.07,18.24,0,2.62,1.847,5.94,12,1.19,8.572099,3.770378
"2025-12-04 13:00:00",36718,13.74,9.18,"NAN","NAN",5.312952,5.653924,5.677972,6.156183,4.929529,3.737695,3.683984,3.712488,3.702508,3.724145,3.692865,12.22692,92.76945,3.790611,12.31898,93.39473,3.760857,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",8.572221,3.77218
"2025-12-04 13:10:00",36719,14.3,9.55,"NAN","NAN",5.435144,5.844812,5.748407,6.186243,5.268274,3.749841,3.698175,3.740228,3.732812,3.763147,3.725,12.16906,92.35771,3.801765,12.3479,93.70919,3.799393,251204,140344,3.782,29.64,49.84,32.4,89.2,11.76,0.67,2.09,1.84,1.16,4.04,12.07,18.57,0,2.62,1.848,5.93,12.01,1.19,8.570698,3.81168
"2025-12-04 13:20:00",36720,14.3,9.73,"NAN","NAN",5.297662,5.968591,5.945734,6.70321,5.156763,3.754449,3.695032,3.732294,3.721582,3.749322,3.719659,12.15312,92.24259,3.804131,12.36604,93.83889,3.796181,251204,141344,3.792,29.65,49.85,32.4,90.88,11.98,0.65,1.99,1.83,1.15,4.04,12.06,18.42,0,2.63,1.849,5.94,12.69,1.19,8.573228,3.799563
